,price,bedrooms,bathrooms,sqft_living,floors,grade,sqft_above,sqft_basement,lat,sqft_living15
6600,14949000.0,4,1.75,2120,1.0,7,1060,1060,47.6019,1540
6601,9570000.0,3,1.75,1280,1.0,7,1280,0,47.4755,1440
6602,34155000.0,4,2.5,3170,2.0,10,3170,0,47.6495,3190
6603,30525000.0,4,2.25,2260,1.0,9,2260,0,47.6622,2650
6604,19800000.0,3,1.75,2930,1.0,9,2030,900,47.7443,2740
6605,11682000.0,3,1.5,1060,1.0,7,1060,0,47.5512,1060
6606,6763350.0,4,1.75,1740,1.0,7,1180,560,47.3196,1440
6607,22275000.0,4,2.5,2990,2.0,8,2990,0,47.6122,2890
6608,32835000.0,4,3.25,3530,2.0,11,3530,0,47.7193,3850
6609,26400000.0,5,2.0,2960,1.0,7,1500,1460,47.6162,2160
6610,15592500.0,3,2.5,1650,2.0,8,1650,0,47.6863,1760
6611,18148350.0,4,2.5,2720,1.0,8,1510,1210,47.6191,2510
6612,18993975.0,3,1.75,1516,1.0,7,998,518,47.6842,2100
6613,17985000.0,4,3.25,4386,1.0,10,2356,2030,47.3329,3060
6614,11220000.0,3,2.25,2580,1.0,7,1630,950,47.7446,1920
6615,7425000.0,3,1.0,960,1.0,6,960,0,47.4944,1090
6616,9898350.0,2,1.75,1460,1.0,7,1460,0,47.4048,1460
6617,27386700.0,4,3.5,3840,2.0,8,2640,1200,47.6642,1620
6618,11220000.0,4,2.5,2090,2.0,7,2090,0,47.3659,2090
6619,16995000.0,4,2.25,2470,1.0,8,1470,1000,47.6913,2050
6620,19833000.0,4,2.5,2090,2.0,8,2090,0,47.5718,2090
6621,15510000.0,3,2.5,2070,2.0,8,2070,0,47.5101,2440
6622,12259500.0,3,1.0,1650,1.0,7,980,670,47.52,1230
6623,18150000.0,3,1.75,1880,1.0,8,1410,470,47.7662,2340
6624,8004150.0,4,2.5,2060,2.0,8,2060,0,47.2956,1630
6625,12127500.0,3,1.5,1410,1.0,8,1410,0,47.7608,2090
6626,11847000.0,4,3.5,2770,2.0,8,2100,670,47.2625,2030
6627,6761700.0,3,2.0,1390,1.0,7,1390,0,47.2669,1260
6628,28050000.0,4,2.75,5440,1.0,9,2720,2720,47.354,1970
6629,6171000.0,3,1.5,1280,2.0,6,1280,0,47.3344,1070
6630,10758000.0,3,2.75,1720,1.0,7,1720,0,47.4375,2000
6631,11220000.0,3,2.75,1720,1.0,7,1720,0,47.4375,2000
6632,10890000.0,6,2.25,3040,1.0,8,1890,1150,47.3864,1360
6633,25806000.0,4,3.5,3780,2.0,9,3110,670,47.691,3310
6634,20196000.0,4,2.5,2670,2.0,8,2670,0,47.7122,2140
6635,13200000.0,3,2.0,1350,1.0,7,1350,0,47.7616,1920
6636,31069500.0,5,3.5,3490,2.0,9,2460,1030,47.7757,3080
6637,10329000.0,2,1.5,870,2.0,8,800,70,47.6967,1710
6638,24255000.0,4,2.25,2410,1.5,7,1460,950,47.6849,1360
6639,15543000.0,3,1.75,1640,1.0,8,1340,300,47.7698,2210
6640,11550000.0,3,1.0,1540,1.0,7,1540,0,47.7604,1560
6641,17490000.0,4,2.5,2370,1.0,8,1570,800,47.5327,2550
6642,13695000.0,4,3.0,1830,2.0,7,1830,0,47.7379,1740
6643,21103500.0,4,2.25,2330,2.0,8,2330,0,47.7264,2330
6644,19152507.0,4,2.75,2240,1.5,8,2240,0,47.5936,2330
6645,12474000.0,2,2.5,1700,2.0,8,1700,0,47.5163,1760
6646,8745000.0,3,2.25,1750,1.0,7,1410,340,47.4579,1720
6647,6996000.0,3,1.75,1100,1.0,6,1100,0,47.2955,1100
6648,13200000.0,4,3.0,2320,2.0,8,2320,0,47.3497,2220
6649,24750000.0,4,2.5,2540,2.0,8,2540,0,47.6363,1990
6650,12701700.0,5,2.5,3090,1.0,8,1750,1340,47.3408,1760
6651,5808000.0,2,1.0,770,1.0,6,770,0,47.3627,1150
6652,11550000.0,3,2.75,2370,2.0,7,2370,0,47.3794,2290
6653,5544000.0,3,1.0,1200,1.0,6,1200,0,47.3729,1200
6654,11814000.0,4,2.0,2200,1.0,7,1100,1100,47.565,1410
6655,19140000.0,3,2.75,2660,1.0,8,2660,0,47.7649,2720
6656,14602500.0,3,1.75,1600,1.0,7,1050,550,47.725,1590
6657,16995000.0,2,2.5,1330,3.0,8,1330,0,47.6668,1430
6658,18282000.0,5,2.5,3440,1.0,8,1720,1720,47.4426,2100
6659,21747000.0,3,2.5,2510,2.0,9,2510,0,47.5868,2518
6660,13694967.0,4,2.5,2150,1.0,7,1090,1060,47.7166,1880
6661,9075000.0,3,1.5,1180,1.0,6,1180,0,47.488,1680
6662,6369000.0,2,1.0,680,1.0,5,680,0,47.4559,1320
6663,17325000.0,4,2.5,2840,2.0,9,2840,0,47.4511,2460
6664,13992000.0,3,2.5,1820,2.0,8,1820,0,47.7155,2040
6665,15015000.0,2,1.0,1070,1.0,6,870,200,47.6853,1520
6666,15279000.0,2,1.0,1250,2.0,7,1250,0,47.5495,1210
6667,36300000.0,4,2.5,2190,1.0,7,1240,950,47.6918,2730
6668,17259000.0,3,1.75,3000,2.0,8,1900,1100,47.6962,1550
6669,20295000.0,4,1.75,2270,1.0,8,2270,0,47.5999,2540
6670,49995000.0,4,4.0,4500,2.0,12,4500,0,47.5533,3930
6671,28710000.0,5,4.0,3400,2.0,8,2320,1080,47.6655,1910
6672,23430000.0,3,2.5,2830,2.0,10,2830,0,47.6249,2970
6673,7095000.0,3,1.0,960,1.0,7,960,0,47.2864,1280
6674,19470000.0,2,1.0,1530,1.0,7,1530,0,47.6833,1530
6675,10659000.0,5,2.5,2500,1.0,7,1300,1200,47.3343,2440
6676,9207000.0,4,2.0,1560,1.5,7,1560,0,47.4496,1480
6677,17658300.0,3,2.25,2070,1.0,8,1720,350,47.7735,2350
6678,27390000.0,5,2.25,2710,1.0,9,1910,800,47.5958,2120
6679,26895000.0,4,2.5,3150,2.0,9,3150,0,47.688,3150
6680,17684700.0,3,2.25,1880,1.0,8,1480,400,47.5937,2120
6681,7590000.0,3,1.0,1250,1.0,7,1250,0,47.497,1480
6682,10741500.0,4,1.75,2290,1.0,7,1490,800,47.4564,1840
6683,11847000.0,3,2.25,1990,2.0,7,1990,0,47.4917,1690
6684,16665000.0,3,2.5,2100,2.0,8,2100,0,47.5334,1890
6685,8378865.0,3,1.0,940,1.0,7,940,0,47.5112,950
6686,12208350.0,3,1.75,1640,1.0,8,1200,440,47.7125,1480
6687,11550000.0,3,2.25,1860,2.0,7,1860,0,47.3875,1870
6688,21450000.0,4,2.25,2100,3.0,8,2100,0,47.6726,1660
6689,9735000.0,3,1.75,1500,1.0,6,1500,0,47.4367,1500
6690,20460000.0,3,1.75,1680,1.0,8,1180,500,47.7648,2190
6691,65934000.0,2,2.5,3900,2.0,12,3900,0,47.5371,2720
6692,8118000.0,3,1.0,1400,1.0,6,1400,0,47.4798,1070
6693,14190000.0,3,2.75,2600,1.0,7,1350,1250,47.695,2260
6694,16829670.0,3,2.0,1440,2.0,6,1440,0,47.5503,1360
6695,16170000.0,4,1.75,1870,1.0,7,1090,780,47.7012,2010
6696,12705000.0,4,2.75,2960,1.0,8,2360,600,47.4006,1870
6697,25377000.0,4,2.5,2440,2.0,9,2440,0,47.6374,2570
6698,6105000.0,2,1.0,1122,1.0,6,1122,0,47.328,840
6699,10015500.0,3,1.5,1060,1.0,7,1060,0,47.7313,1420
6700,15444000.0,4,2.5,2150,1.0,8,1430,720,47.773,2360
6701,14848350.0,4,2.5,3100,2.0,9,3100,0,47.3741,1850
6702,7755000.0,2,1.5,880,2.0,7,880,0,47.7064,880
6703,17160000.0,4,2.5,2490,2.0,9,2150,340,47.4823,2490
6704,6699000.0,2,1.0,1080,1.0,6,1080,0,47.4815,1080
6705,21681000.0,5,2.5,2530,1.0,7,1290,1240,47.616,2040
6706,9075000.0,3,1.0,1200,1.0,7,1200,0,47.5196,1230
6707,17820000.0,4,2.25,2850,2.0,9,2850,0,47.7439,2700
6708,15015000.0,4,2.5,2950,2.0,7,2950,0,47.5002,2360
6709,15130500.0,2,1.75,1160,1.0,7,860,300,47.6937,1250
6710,18146700.0,4,3.5,3420,2.0,10,3420,0,47.4734,3490
6711,24750000.0,3,1.75,2240,2.0,8,1550,690,47.6954,1570
6712,7755000.0,4,1.75,1450,1.5,7,1180,270,47.478,1450
6713,9438000.0,4,2.5,1820,2.0,7,1820,0,47.359,1490
6714,87450000.0,4,3.5,4700,2.0,11,3500,1200,47.6899,3210
6715,19866000.0,4,1.75,2430,1.0,7,1580,850,47.6554,1910
6716,21120000.0,3,1.5,1960,1.5,7,1960,0,47.6768,1880
6717,8811000.0,3,1.75,1440,1.0,8,1440,0,47.3812,1720
6718,23496000.0,4,2.5,2730,2.0,8,2730,0,47.5975,2670
6719,8068500.0,2,1.0,910,1.0,5,910,0,47.526,1290
6720,9933000.0,2,1.0,910,1.0,5,910,0,47.526,1290
6721,32670000.0,4,2.5,2430,2.0,8,2020,410,47.6413,2340
6722,24419967.0,4,2.75,3350,2.0,10,3350,0,47.5838,2960
6723,15840000.0,4,1.75,2320,1.0,7,1140,1180,47.5755,1820
6724,10065000.0,3,2.5,1260,3.0,8,1260,0,47.7325,1340
6725,23208900.0,3,2.0,1980,1.5,8,1590,390,47.6847,1760
6726,8745000.0,4,1.5,1580,2.0,7,1580,0,47.3336,1580
6727,19800000.0,4,2.5,2710,2.0,9,2710,0,47.4815,2330
6728,8349000.0,3,1.0,1400,1.0,7,1400,0,47.3862,1640
6729,20392350.0,4,2.5,2410,2.0,8,2410,0,47.7185,1920
6730,12705000.0,4,3.25,1790,2.0,7,1100,690,47.534,1260
6731,10527000.0,3,2.0,1640,1.0,7,1060,580,47.5162,2230
6732,22968000.0,3,2.5,1670,1.0,7,1170,500,47.615,1960
6733,11385000.0,2,1.0,970,1.0,6,970,0,47.5518,1650
6734,12540000.0,3,2.5,1610,3.0,7,1610,0,47.6902,1120
6735,21367500.0,4,1.75,2060,1.0,8,1160,900,47.4444,2590
6736,23925000.0,3,2.5,3570,2.0,9,3570,0,47.4782,3510
6737,8908350.0,3,1.75,1400,1.0,7,1400,0,47.357,1530
6738,28875000.0,4,2.5,3470,2.0,10,3470,0,47.7311,3800
6739,9898350.0,3,1.0,1210,1.0,7,1210,0,47.5274,1680
6740,61875000.0,4,3.25,3930,2.0,10,3930,0,47.6259,1780
6741,14190000.0,2,1.0,990,1.0,7,990,0,47.6876,1180
6742,16335000.0,5,2.5,2200,2.0,8,2200,0,47.5772,2200
6743,9075000.0,3,1.5,1510,1.0,7,1510,0,47.3926,1650
6744,10989000.0,3,1.0,1620,1.0,7,1120,500,47.5263,1790
6745,8151000.0,3,2.25,1580,2.0,7,1580,0,47.2843,1730
6746,6750315.0,3,1.75,1260,1.5,7,1260,0,47.2737,2400
6747,14256000.0,3,2.0,2190,1.0,9,2190,0,47.3542,2770
6748,5775000.0,3,1.75,1230,1.0,7,1230,0,47.3171,1690
6749,18357900.0,4,2.5,2030,1.0,7,1400,630,47.6244,1800
6750,9438000.0,2,1.0,780,1.0,5,780,0,47.4944,1210
6751,10560000.0,2,1.5,1110,3.0,8,1110,0,47.6931,1110
6752,26895000.0,3,2.5,2790,2.0,9,2790,0,47.7687,2740
6753,12705000.0,4,1.75,1660,1.0,7,1000,660,47.5071,1880
6754,34287000.0,4,1.0,3410,2.0,8,2190,1220,47.5807,2550
6755,11550000.0,4,2.25,2390,2.0,8,2390,0,47.3111,2450
6756,9141000.0,4,2.5,1850,2.0,8,1850,0,47.3322,2370
6757,13695000.0,6,2.0,2500,1.0,8,1250,1250,47.5517,1800
6758,9735000.0,3,1.0,1000,1.0,6,1000,0,47.7548,1090
6759,31977000.0,4,2.0,2450,2.0,8,2200,250,47.5619,2360
6760,11216304.0,4,1.75,1440,1.0,6,720,720,47.5257,960
6761,8908350.0,3,2.25,1660,2.0,7,1660,0,47.3599,1840
6762,39105000.0,3,2.5,2510,2.0,10,2510,0,47.7051,2560
6763,25740000.0,4,2.5,3090,2.0,10,3090,0,47.5932,3100
6764,6534000.0,3,1.0,860,1.0,6,860,0,47.3634,1120
6765,11550000.0,2,1.0,1220,1.0,7,1220,0,47.4952,2740
6766,11550000.0,3,1.0,1010,1.0,7,1010,0,47.732,1320
6767,10527000.0,4,2.25,2390,2.0,8,2390,0,47.2938,2390
6768,10263000.0,4,2.25,3340,2.0,8,3340,0,47.317,2230
6769,13002000.0,5,3.25,3620,2.0,8,2790,830,47.3552,2850
6770,44055000.0,5,2.25,4200,2.5,9,2910,1290,47.6284,3060
6771,89100000.0,5,2.75,3831,2.0,9,3831,0,47.5919,3850
6772,13068000.0,3,1.0,1980,1.0,7,1080,900,47.7551,1680
6773,26697000.0,4,1.75,1790,1.0,8,1340,450,47.6605,2180
6774,15840000.0,3,2.0,1580,1.0,7,1050,530,47.6715,1560
6775,17655000.0,6,1.75,2460,1.0,7,1230,1230,47.6721,1560
6776,14025000.0,5,2.75,2110,2.0,7,1870,240,47.5294,1580
6777,13464000.0,3,2.5,1470,3.0,8,1470,0,47.6998,1460
6778,41415000.0,4,2.5,3510,2.0,10,3510,0,47.5306,3230
6779,10230000.0,1,0.75,520,1.0,6,520,0,47.6886,980
6780,9636000.0,3,2.5,1950,2.0,8,1950,0,47.3842,2200
6781,7161000.0,2,1.0,770,1.0,6,770,0,47.4924,1140
6782,13150500.0,4,2.5,2250,2.0,8,2250,0,47.4956,1520
6783,74250000.0,3,3.0,4040,1.5,9,3340,700,47.6288,3450
6784,23100000.0,4,1.75,2360,1.0,7,1280,1080,47.6465,1700
6785,19305000.0,4,2.5,2330,2.0,9,2330,0,47.5842,2930
6786,13198350.0,3,1.0,1720,1.0,7,1720,0,47.7736,1870
6787,7755000.0,3,1.75,1900,1.0,6,950,950,47.4868,1370
6788,6996000.0,3,1.0,1040,1.0,6,1040,0,47.492,1430
6789,10230000.0,3,2.0,2070,1.0,8,1220,850,47.6491,2080
6790,17787000.0,3,2.0,2070,1.0,8,1220,850,47.6491,2080
6791,12870000.0,3,3.0,1550,2.0,8,1280,270,47.6042,1940
6792,18480000.0,3,2.5,2020,1.0,9,2020,0,47.632,2410
6793,26400000.0,5,2.5,3320,2.0,9,3320,0,47.5865,3320
6794,62700000.0,4,3.25,4130,2.0,11,4130,0,47.6392,3140
6795,15576000.0,5,2.0,2030,1.0,7,1110,920,47.6297,1930
6796,16584150.0,3,1.75,1770,1.0,7,1170,600,47.606,1670
6797,27390000.0,4,3.25,3330,2.0,9,3330,0,47.5977,3100
6798,7423350.0,4,2.5,2260,1.0,7,1520,740,47.286,1750
6799,12375000.0,3,2.5,1950,2.0,8,1950,0,47.7603,1950
6800,21285000.0,3,2.5,2930,1.5,9,2930,0,47.7234,3160
6801,19767000.0,3,2.75,1960,1.5,7,1410,550,47.6744,2040
6802,16995000.0,4,2.5,2980,2.0,9,2980,0,47.3999,2630
6803,4455000.0,2,1.0,780,1.0,5,780,0,47.305,880
6804,16005000.0,3,2.5,1650,2.0,8,1650,0,47.5998,1650
6805,29370000.0,3,3.25,4030,2.0,9,2800,1230,47.6331,2670
6806,7095000.0,3,1.0,1010,1.0,7,1010,0,47.3423,1230
6807,9883500.0,3,1.0,1190,1.0,7,1190,0,47.4805,1360
6808,26400000.0,2,1.0,1050,1.0,7,1050,0,47.6294,3360
6809,9075000.0,3,2.5,1560,2.0,7,1560,0,47.3834,1670
6810,8461200.0,3,1.5,1490,1.0,7,1010,480,47.3431,1570
6811,10230000.0,2,1.0,770,1.0,6,770,0,47.7439,820
6812,12705000.0,1,1.0,620,1.0,6,620,0,47.5699,1540
6813,6699000.0,3,1.5,1200,1.0,7,1000,200,47.4545,1640
6814,9405000.0,4,2.0,2120,1.0,7,1060,1060,47.7775,1460
6815,15641175.0,3,2.5,2330,2.0,8,2330,0,47.6022,1830
6816,10560000.0,3,1.75,2000,1.0,8,1400,600,47.4417,1890
6817,19767000.0,5,2.75,2820,1.0,7,1450,1370,47.6886,1620
6818,19140000.0,3,2.0,2040,1.0,7,1020,1020,47.5561,1640
6819,8893500.0,4,2.25,1700,2.0,7,1700,0,47.3385,1650
6820,9042000.0,2,1.0,820,1.0,6,820,0,47.4163,1410
6821,11451000.0,2,1.75,1315,2.0,8,1315,0,47.752,1640
6822,8910000.0,3,1.75,1390,1.0,6,860,530,47.5517,1390
6823,47190000.0,3,2.0,1890,1.0,8,1890,0,47.6203,2000
6824,7260000.0,3,1.75,1460,1.0,7,1460,0,47.3839,1760
6825,8019000.0,3,1.0,1480,1.0,8,1480,0,47.2142,1190
6826,15097500.0,3,1.75,1840,1.0,7,1050,790,47.5549,1840
6827,11220000.0,2,1.75,1880,1.0,7,940,940,47.6946,1880
6828,21697500.0,4,1.5,1910,1.5,7,1610,300,47.6597,2170
6829,10972500.0,4,2.5,2220,2.0,7,2220,0,47.3541,2090
6830,11220000.0,3,2.0,1410,1.0,6,1410,0,47.4948,1570
6831,11550000.0,4,3.0,3380,1.0,8,2330,1050,47.5501,2500
6832,14124000.0,4,2.5,1950,1.0,7,1120,830,47.5437,2000
6833,16996815.0,4,2.5,2400,2.0,8,2400,0,47.4808,2430
6834,14850000.0,3,1.75,1560,1.0,8,1560,0,47.6243,1990
6835,6270000.0,3,1.0,1040,1.0,6,1040,0,47.5024,1330
6836,33000000.0,4,2.75,3090,3.0,8,2590,500,47.5803,1500
6837,9867000.0,3,2.5,1850,2.0,7,1850,0,47.4661,2160
6838,16764000.0,2,1.0,1200,2.0,7,1090,110,47.6304,2690
6839,9702000.0,4,2.25,2190,2.0,8,2190,0,47.3896,2200
6840,10560000.0,2,1.0,1380,1.0,7,1380,0,47.6875,1540
6841,21153000.0,5,2.75,3710,2.0,9,3710,0,47.514,3250
6842,22275000.0,3,2.5,2320,1.0,8,1380,940,47.7323,2830
6843,8415000.0,3,1.5,1110,1.0,7,1110,0,47.422,1330
6844,9459483.0,3,2.5,1830,2.0,7,1830,0,47.3035,2488
6845,20047500.0,4,2.5,2460,1.0,8,1650,810,47.5952,2550
6846,25245000.0,3,1.0,1270,1.0,7,1270,0,47.6874,2260
6847,11053350.0,4,1.75,1700,1.0,8,1700,0,47.3439,2760
6848,14058000.0,3,1.0,1130,1.0,7,1130,0,47.7006,1930
6849,25575000.0,3,1.75,1640,1.5,7,1640,0,47.5975,1670
6850,11319000.0,2,1.5,1040,1.0,6,1040,0,47.7349,1310
6851,15513333.0,4,2.5,2320,2.0,8,2320,0,47.7738,2090
6852,6435000.0,3,1.5,1200,1.0,7,1200,0,47.3137,1390
6853,25492500.0,4,1.0,1720,1.5,7,1720,0,47.6791,2140
6854,14850000.0,3,1.5,2330,1.0,8,1330,1000,47.7481,2630
6855,47437500.0,4,3.75,4410,3.0,11,4410,0,47.5427,2160
6856,17325000.0,4,1.75,1650,1.0,8,1650,0,47.6652,1700
6857,9240000.0,3,1.5,1370,2.0,7,1370,0,47.4477,1390
6858,8910000.0,3,2.5,1770,1.0,7,1420,350,47.326,1894
6859,13401300.0,3,2.25,1410,3.0,8,1410,0,47.6916,1430
6860,10973952.0,2,1.75,1710,1.0,7,1710,0,47.4732,1760
6861,3630000.0,2,1.0,790,1.0,6,790,0,47.4523,900
6862,22605000.0,6,2.25,2770,1.5,8,2120,650,47.6466,2300
6863,15213000.0,4,1.0,1260,1.5,7,1260,0,47.7181,1480
6864,20295000.0,3,2.25,2300,1.0,8,1300,1000,47.7091,2120
6865,18150000.0,2,1.0,1070,1.0,7,870,200,47.6828,1890
6866,34980000.0,4,3.5,3850,2.0,11,2430,1420,47.6855,2620
6867,22605000.0,3,2.5,2320,2.0,8,2320,0,47.6847,2340
6868,51315000.0,5,2.5,2870,2.0,8,2870,0,47.6308,2870
6869,10296000.0,4,2.5,1830,2.0,7,1830,0,47.3565,1830
6870,16747500.0,3,1.75,1990,1.0,8,1190,800,47.6617,1930
6871,7161000.0,3,1.0,1110,1.0,7,1110,0,47.369,1540
6872,14487000.0,3,2.25,1830,1.0,7,1170,660,47.7243,1960
6873,20460000.0,6,3.5,3600,2.0,8,2740,860,47.5401,3150
6874,30195000.0,4,2.5,3210,2.0,10,3210,0,47.625,2950
6875,14025000.0,4,2.0,1490,1.0,7,1110,380,47.5949,1330
6876,14355000.0,2,1.0,990,1.0,7,870,120,47.6802,1280
6877,10065000.0,3,2.25,1646,2.0,7,1646,0,47.363,1654
6878,9108000.0,2,1.0,720,1.0,6,720,0,47.5346,1630
6879,10807500.0,3,2.25,2310,2.0,8,2310,0,47.4051,1960
6880,26730000.0,3,2.5,2670,2.0,9,2670,0,47.6673,2620
6881,23595000.0,3,3.25,3060,2.0,10,2460,600,47.6971,2990
6882,8976000.0,3,1.5,1380,1.0,7,1380,0,47.4243,1650
6883,8778000.0,2,1.0,700,1.0,6,700,0,47.7492,1230
6884,17919000.0,3,1.5,1710,2.0,7,1710,0,47.5175,2430
6885,13200000.0,3,2.5,1450,1.0,8,1450,0,47.6256,1710
6886,16813500.0,5,2.25,2060,1.0,7,1320,740,47.6122,2050
6887,16335000.0,3,3.5,2380,2.0,8,1670,710,47.5137,2540
6888,14023350.0,4,2.5,2760,2.0,7,2760,0,47.4814,2670
6889,7590000.0,3,1.0,940,1.0,7,940,0,47.5121,1250
6890,7755000.0,4,1.5,1760,1.5,7,1760,0,47.3871,1760
6891,25179000.0,3,2.0,1360,1.0,6,1360,0,47.6879,2530
6892,11550000.0,3,1.75,2010,2.0,7,2010,0,47.4975,1770
6893,29700000.0,3,1.5,2160,2.0,8,1620,540,47.6321,2570
6894,8250000.0,3,1.0,930,1.0,6,930,0,47.5289,1640
6895,7425000.0,3,2.5,1020,2.0,7,720,300,47.5294,1060
6896,8415000.0,2,2.0,1360,1.0,8,1360,0,47.3804,1160
6897,5336100.0,4,1.75,1720,1.0,7,1220,500,47.306,1790
6898,11088000.0,3,3.0,1790,1.0,7,1190,600,47.4958,1740
6899,13546500.0,3,1.0,1150,1.0,7,1150,0,47.727,1210
6900,16589100.0,4,3.5,2710,2.0,8,2710,0,47.7601,1590
6901,16665000.0,3,2.5,2400,1.0,7,1390,1010,47.7256,2010
6902,8250000.0,3,1.0,1660,1.5,7,1350,310,47.5576,1750
6903,18810000.0,3,1.0,1660,1.5,7,1350,310,47.5576,1750
6904,11546700.0,4,2.5,2290,2.0,8,2290,0,47.3762,2130
6905,15345000.0,3,2.5,2870,2.0,10,2870,0,47.2769,2950
6906,20625000.0,4,3.25,4240,2.0,10,3550,690,47.3241,3590
6907,21615000.0,3,1.75,1800,1.0,7,1170,630,47.6514,1720
6908,15477000.0,4,1.75,2960,1.0,8,1570,1390,47.4738,1660
6909,11715000.0,3,2.25,1980,1.0,8,1300,680,47.7625,1820
6910,19668000.0,3,2.5,1730,2.0,8,1730,0,47.5878,1730
6911,26070000.0,4,2.5,3020,2.0,9,3020,0,47.768,3020
6912,29205000.0,4,2.25,4470,2.0,10,4470,0,47.6377,3850
6913,33990000.0,4,3.25,2830,2.0,9,1910,920,47.5845,2740
6914,23430000.0,4,1.75,2120,1.0,8,1060,1060,47.6501,2052
6915,14125320.0,3,2.5,2150,2.0,8,2150,0,47.7445,2150
6916,45210000.0,5,2.25,3510,1.0,8,1850,1660,47.5817,2680
6917,18018000.0,2,1.0,970,1.0,7,970,0,47.6444,1180
6918,17820000.0,4,1.0,1360,1.5,7,1360,0,47.6827,1500
6919,14355000.0,3,2.5,1470,1.0,7,930,540,47.6832,1470
6920,17820000.0,4,2.25,3040,1.0,8,1430,1610,47.6268,1870
6921,9372000.0,2,1.0,860,1.0,7,860,0,47.5361,1200
6922,6864000.0,2,1.0,820,1.0,5,820,0,47.4915,1000
6923,10395000.0,3,1.75,1900,1.0,7,1130,770,47.7569,1540
6924,13777500.0,2,1.0,1330,1.0,6,850,480,47.6901,1200
6925,11385000.0,3,1.75,1240,1.0,7,1240,0,47.6522,2060
6926,12375000.0,3,2.5,1330,3.0,8,1330,0,47.6835,1330
6927,12863400.0,3,1.75,1880,1.0,7,1880,0,47.7681,1540
6928,15675000.0,3,1.75,1890,1.0,8,1430,460,47.7322,1890
6929,18777000.0,4,2.25,2250,2.0,8,2250,0,47.6695,2350
6930,32505000.0,5,4.25,4650,2.0,10,3260,1390,47.5669,2810
6931,17556000.0,3,2.5,1830,2.0,8,1830,0,47.6198,2030
6932,9240000.0,2,1.0,720,1.0,6,720,0,47.5195,810
6933,14355000.0,4,2.0,1960,1.0,7,1050,910,47.4353,2340
6934,7359000.0,3,1.0,1220,1.0,6,1220,0,47.3261,1960
6935,12870000.0,2,1.0,1800,1.0,7,1200,600,47.4617,2320
6936,10395000.0,3,1.75,1340,1.0,7,880,460,47.4437,1500
6937,20196000.0,3,3.0,1740,1.0,7,1740,0,47.6102,1830
6938,19503000.0,3,1.75,1680,1.0,7,870,810,47.6155,1440
6939,26400000.0,4,2.25,3220,2.0,8,3220,0,47.6381,2500
6940,7425000.0,3,2.0,1610,1.0,8,1610,0,47.1958,1930
6941,19466700.0,2,3.0,3160,2.0,7,3160,0,47.7479,3140
6942,18645000.0,4,2.5,2520,1.0,8,1520,1000,47.6558,2050
6943,21450000.0,3,1.5,2120,1.0,7,1060,1060,47.6438,1620
6944,16467000.0,3,2.5,2090,2.0,8,2090,0,47.7195,1640
6945,9240000.0,3,1.0,1330,1.5,5,1330,0,47.4807,1350
6946,21448350.0,3,2.5,2420,1.0,8,1210,1210,47.6949,2340
6947,13860000.0,3,1.75,1510,1.0,7,1510,0,47.7321,1480
6948,10559670.0,4,2.5,2120,2.0,7,2120,0,47.4217,1990
6949,8745000.0,3,2.0,1850,1.0,7,1850,0,47.6565,1528
6950,15906000.0,3,1.75,2300,1.0,7,1220,1080,47.7609,1940
6951,14916000.0,3,2.25,2600,1.0,8,1490,1110,47.4326,2450
6952,49104000.0,4,4.25,5180,2.0,12,4280,900,47.5513,5030
6953,12375000.0,2,1.0,1810,1.5,7,1810,0,47.7275,1490
6954,19404000.0,5,3.0,2190,2.0,7,1490,700,47.6892,1370
6955,20955000.0,4,2.5,2500,2.0,9,2500,0,47.5912,2890
6956,9256500.0,4,2.5,1890,2.0,8,1890,0,47.3328,2170
6957,6946500.0,2,1.75,2040,1.0,6,1430,610,47.2755,1310
6958,6484500.0,3,2.0,1310,1.0,7,1310,0,47.303,1390
6959,46035000.0,5,3.5,4010,2.0,9,2850,1160,47.6578,2610
6960,15675000.0,3,1.75,1780,1.0,7,1210,570,47.7275,1630
6961,18150000.0,3,2.5,1980,2.0,8,1980,0,47.6366,1930
6962,52140000.0,3,3.25,3690,2.0,11,3690,0,47.6815,1880
6963,7920000.0,3,1.75,1540,1.0,7,1200,340,47.1938,1540
6964,8976000.0,3,1.0,1130,1.5,6,1130,0,47.4935,1080
6965,13480698.0,3,2.75,2480,1.5,8,1870,610,47.3085,2040
6966,21120000.0,3,2.5,2580,2.0,9,2580,0,47.5577,910
6967,10428000.0,4,2.5,2010,2.0,8,2010,0,47.2588,2160
6968,9867000.0,4,2.0,2320,1.0,7,1720,600,47.5246,1390
6969,14767500.0,2,2.25,1180,2.0,7,1180,0,47.6032,1550
6970,24304500.0,4,2.5,3180,2.0,9,3180,0,47.515,3715
6971,21945000.0,4,2.0,2970,2.0,8,2970,0,47.7333,3280
6972,23331000.0,5,2.5,3050,1.0,8,1590,1460,47.5596,2550
6973,7095000.0,4,1.75,1630,1.0,7,1630,0,47.3948,1630
6974,9075000.0,3,2.25,1620,2.0,7,1620,0,47.3577,1640
6975,21384000.0,4,2.25,2170,2.0,8,2170,0,47.5634,2600
6976,13695000.0,4,2.5,2150,2.0,8,2150,0,47.511,2080
6977,22770000.0,3,2.0,1770,3.0,8,1770,0,47.6102,1890
6978,10560000.0,4,2.75,2110,1.0,7,1290,820,47.4513,1980
